Angle Index,Angle Middle,Angle Ring,Angle Thumb Index,Angle Thumb Middle,Angle Thumb Ring,Angle Thumb Little,Label
24.31047621,27.24377448,39.92039214,120.8711387,143.4156834,156.2379934,165.3920881,Shikhara
25.95876926,27.10051016,44.53114157,121.8795968,143.9544452,155.3137589,165.07523,Shikhara
27.31305639,27.10051016,46.13442163,117.7338886,141.6963776,153.1929406,163.6415053,Shikhara
27.17370263,30.20323775,48.62273773,118.8434487,141.1456275,153.4030381,163.5825177,Shikhara
30.61119938,32.47119229,51.42874775,120.308657,142.5095947,153.9553159,163.016842,Shikhara
29.24964123,32.95944894,56.78397474,120.363097,140.7588393,151.9349227,160.8162617,Shikhara
33.42481118,32.71441124,42.51044708,137.5938407,155.2838408,164.6780322,172.2387495,Shikhara
28.65182845,34.15752893,53.13010235,122.370541,141.5612321,152.3462752,161.3968174,Shikhara
27.71343243,32.68358779,54.27260178,121.2314515,139.7820158,150.9041135,160.4333728,Shikhara
29.43001015,32.21263908,55.3948569,120.2224477,140.1955816,150.6364185,160.2149328,Shikhara
30.96375653,35.59380294,57.610542,120.3921529,141.054287,151.7443376,161.0976515,Shikhara
32.03041777,34.01376905,52.46707664,116.8510592,139.2488594,150.1116391,160.0263941,Shikhara
31.7562264,35.94585229,50.51584893,118.4956386,139.1092675,150.1287079,159.2765433,Shikhara
29.64943482,32.71468384,47.01459879,119.4177474,139.201024,149.9279849,159.0214552,Shikhara
28.97312165,30.26917365,44.38394009,121.2276233,141.1711101,152.885953,162.4790873,Shikhara
29.38585425,28.09072819,40.55110491,126.3236986,146.2432456,156.6545403,165.3913831,Shikhara
30.76625377,27.16540979,39.2526521,134.0810563,155.2198824,164.4837663,172.222135,Shikhara
31.85513238,35.04162283,47.6025622,137.4995335,154.2569499,163.9111266,171.9653741,Shikhara
30.70774492,28.21771681,37.82553017,144.6937872,162.7239906,171.7281157,179.4863148,Shikhara
28.6483396,27.71614694,35.61448174,149.042476,165.5297059,174.5016612,179.2261404,Shikhara
25.67025528,26.30130658,33.45703112,151.2092147,166.8096113,176.1558209,177.7769012,Shikhara
24.91313505,26.2270269,30.92368022,158.3182428,172.6403397,179.4327336,174.1181879,Shikhara
25.14677148,28.55646106,35.18942549,166.8887151,179.551833,173.3152502,166.7059799,Shikhara
27.25993643,31.03441061,33.59344742,170.6610565,174.9575489,170.1044525,164.1531543,Shikhara
26.19300589,29.59081474,37.86139679,175.6297929,173.3385301,169.0382844,162.2885626,Shikhara
24.89747391,29.49495582,33.59103517,170.7925559,177.7023504,171.8948414,165.6053688,Shikhara
24.6181187,30.30854264,34.68991242,170.1164555,179.907934,174.500131,168.4267367,Shikhara
25.8026282,30.61474145,34.65537401,173.1633828,177.2856191,172.4094729,167.5379783,Shikhara
